Headline,Body ID
"Marijuana is a gateway drug",93098
"The U.S. should lift sanctions with Cuba",93636
"Dual citizenship should be allowed",92058
"Not to tip",92250
"Abolish Birthright Citizenship",91408
"Charter schools are cherry-picking students",93775
"Computer-generated imagery is enhancing cinema",92429
"Europe should not shun refugees",91789
"No, it can't denounce",93159
"People are getting dumber",92597
"Overcrowded national parks should have restricted access",92527
"Marijuana is a gateway drug",94278
"Beachfront homes should have to open their land to the public",90978
"Vaccination should be mandatory for all children",90957
"3-D printing will change the world",93235
"Guns should be permitted on college campuses",92515
"Legislation should not protect obese",91478
"Medicare doesn't need to be reformed",90696
"Voting should be a constitutional right",93583
"Turkey belongs to NATO",93743
"It should be illegal to declaw your cat",93291
"Colleges do not need humanities programs",93877
"No, it can't denounce",92594
"Colorado didn't go too far with pot",92324
"Tenure protects bad teachers",94017
"Tenure protects bad teachers",94427
"Tenure protects bad teachers",91839
"Home-schoolers should not play for high school teams",90801
"Royal Couple could be a modern family",92882
"Privatization is a bad deal for cities and states",90560
"Tenure protects bad teachers",90906
"Christians have created a harmful atmosphere for gays",93107
"Foreign language classes should be mandatory in college",91803
"New York's bike lanes are not working",91260
"College should be free",93953
"Electric cars will not succeed",93312
"Comment sections have failed",92397
"Non-Muslims help women by wearing hijabs",90717
"Obamacare is not working",93866
"Women should delay motherhood",93474
"Mother Teresa should be canonized",90449
"No, it can't denounce",91088
"Tenure protects bad teachers",93838
"Europe should not shun refugees",92762
"Former colonial powers should not pay reparations",91569
"We don't need libraries",94097
"Legislation should not protect obese",94270
"Christians have created a harmful atmosphere for gays",92324
"Not to tip",92898
"Europe should not shun refugees",94272
"Marijuana is a gateway drug",92921
"All immigrants should get ID cards",91343
"Medical websites are dangerous",92273
"Mother Teresa should be canonized",92335
"School librarians are expendable",92183
"Businesses should be allowed to have new employees sign noncompete deals",90881
"Companies can be trusted",90509
"Privatization is a bad deal for cities and states",91223
"Vaccination should be mandatory for all children",92207
"The U.S. should not work with Assad to fight ISIS",91348
"Rock Hall of Fame doesn't matter",91180
"Unpaid intenship exploit college students",92856
"Government should not regulate airline industry again",93634
"Queen Elizabeth II should not step down",93884
"Rock Hall of Fame doesn't matter",94009
"Companies can excel without making workers miserable",91712
"Women should delay motherhood",92007
"Sport leagues should enjoy nonprofit status",93617
"Affirmative actions should be based on income",90259
"Medicare doesn't need to be reformed",93764
"Casinos are not too much of a gamble",90549
"Queen Elizabeth II should not step down",91060
"Do not drop sports program in undergraduate schools",93976
"Non-Muslims help women by wearing hijabs",93060
"Women should be encouraged to have kids at home",92746
"The world is becoming safer",90604
"Amazon will kill off publishers",90266
"Parents should help their children with homework",91096
"Social media encourage romance",90516
"The U.S. should not work with Assad to fight ISIS",91958
"NATO should defend nonmbers",94131
"Salt should have a place at the table",91704
"Vaccination should be mandatory for all children",91212
"College should be free",93964
"Young people are being irresponsible by delaying the rituals of adult life",90413
"Tracking kids does not invade privacy",91708
"Voting should be a constitutional right",93574
"Royal Couple could be a modern family",92256
"Internet addiction is a concern for teenagers",92777
"Online classes are not the best way to teach",92757
"Nuclear power is not the answer to climate change",92415
"Christians have created a harmful atmosphere for gays",91267
"Drug addicts should be forced into treatment",91620
"Obamacare is not working",91168
"State citizenship is not the answer to immigration reform",92251
"Fraternities and sororities should be co-ed",90248
"Fraternities and sororities should be co-ed",90748
"Public universities are neglecting in-state students",92928
"Abolish Birthright Citizenship",92265
"Comment sections have failed",92421
"Christians have created a harmful atmosphere for gays",92153
"Doping should be allowed",92208
"Felons should be allowed to vote",93701
"Drone attacks make more harm",93730
"Hamas-Fatah unity can lead to mideast peace",93636
"Police officers should be required to wear cameras",92259
"Germany should abandon the Euro",93121
"Nuclear power is not the answer to climate change",92785
"Comment sections have failed",92385
"Royal Couple could be a modern family",93371
"Medical websites are dangerous",92285
"Mother Teresa should be canonized",94345
"School librarians are expendable",93975
"Miss America is bad for women",91637
"It is fair to rate professors online",92689
"Casinos are not too much of a gamble",92956
"No, it can't denounce",91099
"Mother Teresa should be canonized",92727
"Mother Teresa should be canonized",92216
"Prostituion is safer when it's legal",93678
"Overcrowded national parks should have restricted access",93940
"Fees are necessary",91567
"Miss America is bad for women",90636
"Mother Teresa should be canonized",93449
"Colleges do not need humanities programs",94082
"The bar is not too low to get into law school",90164
"Unpaid intenship exploit college students",91241
"Do not drop sports program in undergraduate schools",92362
"Extreme parenting is counterproductive",90473
"Young people are being irresponsible by delaying the rituals of adult life",93511
"Veganism is good for everyone",92931
"Voting should be a constitutional right",91939
"Legislation should not protect obese",91647
"Online classes are not the best way to teach",93100
"New York's bike lanes are not working",90460
"Home schoolers deserve a tax break",93915
"Court stenographers are necessary",90448
"No, it can't denounce",92422
"Veganism is good for everyone",91922
"Beachfront homes should have to open their land to the public",92671
"The threat has been exaggerated",94262
"Supreme court is not too powerful",92495
"Speech can be limited for public workers",90922
"Strictly enforcing minor violations deter more serious crime",92812
"Immigration is not really a problem",92101
"Abolish Birthright Citizenship",90043
"Social media encourage romance",93197
"Medical websites are dangerous",92757
"Privatization is a bad deal for cities and states",90188
"Police is reacting to dangers",93529
"Immigration is not really a problem",91061
"Europe should not shun refugees",92516
"Colleges do not need humanities programs",92447
"Marijuana is a gateway drug",90181
"Young people are being irresponsible by delaying the rituals of adult life",93180
"Drug addicts should be forced into treatment",92986
"Felons should be allowed to vote",94196
"Colorado didn't go too far with pot",92283
"Rich politicans are less corruptible",91932
"Foreign language classes should be mandatory in college",93103
